	names	scores	logfoldchanges	pvals	pvals_adj
406	Smtnl1	3.7796917	2.6895852	0.00020940538642695512	0.0008716503541591311
555	Cdc25b	3.3517547	2.6836193	0.0009649060427857509	0.0036746777593085205
390	Galnt6	3.846222	2.680787	0.00016204475420249456	0.0006841345665004277
291	Nnt	4.316083	2.672083	2.5233949402365976e-05	0.00011741301577268105
188	Sh3gl2	4.948855	2.6703365	1.5945425188177635e-06	8.336961654197054e-06
132	Cenpb	5.53241	2.6670554	9.631319685853321e-08	5.556564572888863e-07
328	Tcf7	4.1215725	2.665972	5.574386789347978e-05	0.0002495428462346664
144	Dazl	5.382833	2.665726	1.964319991380118e-07	1.1071141622938716e-06
728	Lmo2	2.9829412	2.66416	0.0032201663605406963	0.011289207614361068
1020	Parp9	2.476929	2.662987	0.014120588850292956	0.0437263685756825
925	Ankrd35	2.6195023	2.6608121	0.009509838948175104	0.030573937743148843
396	Fuom	3.8272948	2.6414263	0.00017463024063868958	0.0007341883792454617
716	Wasf3	3.0012212	2.6381798	0.0030441418946629733	0.010715413548607952
812	Rab15	2.8219543	2.6362135	0.0052701760228970945	0.01777739140136161
265	D1Pas1	4.4639807	2.6345482	1.3512696073783437e-05	6.476721742377069e-05
660	S100a6	3.1045043	2.624366	0.0021952644227059143	0.007907730386473516
236	Adap1	4.6393585	2.6184425	6.317010555685436e-06	3.131613786316742e-05
1035	Susd4	2.4601872	2.6056507	0.014772548120725235	0.04552666937377145
191	Nol4l	4.9077563	2.6036677	1.9309847468181573e-06	1.0018974901292064e-05
49	Cenpv	7.1501026	2.5945606	1.568145296033969e-11	1.1785218636521797e-10
365	Sbk1	3.9432209	2.571406	0.0001120130532918407	0.0004824617024833837
499	2410024N13Rik	3.4918764	2.5658178	0.0005946902164956449	0.0023311263371873854
472	Rps12-ps9	3.55358	2.56524	0.0004750134567596919	0.0018870007093072158
994	Nes	2.5162342	2.563382	0.012684290068030518	0.039698971304123386
636	Cox7c-ps1	3.15433	2.5632892	0.0018685813505834182	0.006815878087670433
985	Tarsl2	2.5301797	2.5481355	0.01220155660353949	0.03832641793274629
87	Tns1	6.0289936	2.5437472	7.4821224345698e-09	4.734724722494811e-08
126	Pxmp2	5.6082	2.5434315	6.84909967209413e-08	3.9963408293169974e-07
154	Myo1e	5.24604	2.5415895	3.8907885543737877e-07	2.1406145078022364e-06
502	Plekha3	3.4856088	2.540635	0.0006073334474592293	0.002376982345945146
743	Cdr2l	2.9518223	2.5389602	0.0035508780878792867	0.012369309987884722
69	Kank2	6.4411926	2.5363603	8.398943776751974e-10	5.638298152132884e-09
387	Rps13-ps1	3.8614402	2.529607	0.0001535686160424857	0.0006500950804329662
474	Nhsl1	3.5483868	2.526209	0.0004865756278266349	0.0019307971828918084
28	Sfrp1	8.66137	2.5084188	1.1533773249428761e-15	1.0801211180794157e-14
230	Fam178b	4.662009	2.504116	5.742655099896957e-06	2.8581469406966374e-05
515	Frmd6	3.4535193	2.5020962	0.0006794745272516742	0.0026416541357787656
457	Dop1b	3.5849254	2.4828696	0.00042571444224496623	0.001702993174336813
329	Siah1a	4.1206613	2.4706821	5.585509363407758e-05	0.0002499962678419195
591	Tspan17	3.2652633	2.4705884	0.0012929320767191333	0.004835327603002242
992	Tert	2.5189104	2.4499984	0.012578211625326003	0.039406194448057076
567	Amph	3.3164754	2.4498928	0.0010864353510519793	0.0041125951573154984
409	Nefh	3.7674935	2.4482107	0.0002171350024922079	0.0009023317119922348
288	Ak7	4.3350515	2.4370816	2.295785119218642e-05	0.00010710021291512175
664	Ankrd9	3.1000748	2.433767	0.002223513139559795	0.007998033678319331
804	Serpina3m	2.8341348	2.4253736	0.005077422946233779	0.017182496541041904
476	Lrp1	3.543581	2.42062	0.0004940686034635964	0.0019583881958083094
863	Fetub	2.726707	2.420303	0.006982135529157481	0.02303326388202325
755	Il6ra	2.9352882	2.4042141	0.003734414101041521	0.012947684672308536
70	Tnk2	6.4403915	2.403087	8.168940898674101e-10	5.485358765756763e-09
1064	St6galnac4	2.4245808	2.3983269	0.01622782284467608	0.04955021313850231
