	names	scores	logfoldchanges	pvals	pvals_adj
22663	Epop	-15.6698	-3.6914427	2.1190563765198128e-45	2.3205374007391977e-44
17786	Baz1b	-5.591204	-3.6934323	5.389320796771899e-08	1.8339147094426454e-07
16481	Cdip1	-4.4396505	-3.6941931	1.3039750581918912e-05	3.75374097204839e-05
21074	Timm50	-10.390555	-3.6944299	7.20215923422502e-22	4.4643448343444105e-21
16135	Arfip2	-4.193783	-3.6948762	3.7341031339675484e-05	0.00010305862434915483
22241	Tomm6	-13.9290905	-3.6953468	3.748110893049009e-37	3.477682825664138e-36
12921	Tbc1d10a	-2.3690567	-3.698192	0.01859384781383101	0.037169963276571974
15281	Mrps27	-3.6262243	-3.6992745	0.0003457286447602608	0.0008675636801974861
17716	Ccdc34	-5.5227604	-3.7019382	7.641594617935106e-08	2.575940378176624e-07
20782	Phpt1	-9.7769	-3.7159522	1.0742301410382331e-19	6.198941263518173e-19
16227	Cyb5r1	-4.262994	-3.7179341	2.786024588588283e-05	7.78144153912388e-05
16050	Ctr9	-4.1391582	-3.721287	4.652202690178226e-05	0.00012723878054663812
15514	Fto	-3.784256	-3.7238023	0.00018987686401185318	0.0004890602741505381
18754	Washc2	-6.605456	-3.7253523	1.7267772330131724e-10	6.800587837672357e-10
17894	Czib	-5.6948895	-3.7273457	3.162076267822002e-08	1.0916671210649826e-07
23537	Cdc42	-22.983234	-3.7367587	3.222737591768335e-71	5.1371825971698796e-70
13700	Galt	-2.728525	-3.7376118	0.006800637560442566	0.014582153030037704
21283	Cenpx	-10.867325	-3.7466943	2.0761007357238255e-23	1.3550139570938533e-22
19092	Pmvk	-7.0284777	-3.7508028	1.4955853322544685e-11	6.216119208117795e-11
13109	Rai14	-2.451492	-3.755929	0.014885971696945667	0.03025302836430244
21692	Rpl29	-12.057888	-3.7584918	1.384354774044559e-29	1.067840693580744e-28
13574	Tmem250-ps	-2.6611183	-3.7588012	0.008276402314147155	0.017544633727461446
18121	Rpp14	-5.9217687	-3.7617257	9.06125187533189e-09	3.23300325776026e-08
13753	Sbf1	-2.7534246	-3.761752	0.006315008647404283	0.01361046418617148
19920	Prkar1a	-8.173416	-3.7644598	8.963841719843329e-15	4.32444331839162e-14
18984	Mrps34	-6.89521	-3.7684467	3.424955634564059e-11	1.3962939065125502e-10
15475	Zfp664	-3.7548082	-3.770269	0.0002138653019949661	0.0005480965671300435
14234	Phactr4	-3.0162356	-3.7707298	0.0028149825826678495	0.0063504997205764205
17121	Rnf185	-5.006787	-3.7714484	9.746175406987582e-07	3.0341002003386838e-06
18243	Naxe	-6.0440555	-3.7750778	4.800180808682287e-09	1.7410778379465643e-08
23423	Atp6v0e	-21.588778	-3.775598	5.32073874855656e-64	7.740767060797669e-63
22388	Mapre1	-14.508297	-3.7784188	2.9413726837807963e-36	2.669094101292285e-35
20153	Nsa2	-8.551001	-3.782134	5.222760120121426e-16	2.636959214402536e-15
19545	Washc4	-7.606748	-3.7833397	3.1402413375942876e-13	1.4160923378602852e-12
18891	Rtf1	-6.7813854	-3.7852893	6.635690664471136e-11	2.664657774171567e-10
