	names	scores	logfoldchanges	pvals	pvals_adj
23368	Serpina3f	-2.4659486	-19.561584	0.013816246186359097	0.034325770789058685
23723	Ptprh	-2.5920494	-19.564795	0.0096665941828956	0.02500685920330546
23889	4933432I09Rik	-2.662573	-19.565773	0.007867309666031557	0.020754833162555435
22998	Wfdc3	-2.3455946	-19.566391	0.019173010508275842	0.04562562070916945
24155	Slc10a6	-2.7665749	-19.568565	0.005759420970477775	0.015697160607976338
23210	Smyd1	-2.4081275	-19.569805	0.01619771379971958	0.03946222526122123
23236	Riiad1	-2.4192796	-19.57393	0.015712094699990492	0.03841086944502726
23819	Aadac	-2.632694	-19.578482	0.00858933073729158	0.02250153970329761
23040	1110017D15Rik	-2.3564389	-19.579098	0.018625083660532133	0.044539073295803734
24039	Olfr1373	-2.7226107	-19.58273	0.006578868723186148	0.01767983038268309
23078	Col5a3	-2.3653061	-19.58281	0.018187284061303172	0.04364547426624742
23110	Olfr901	-2.3761246	-19.585035	0.017665385020815105	0.042530478578225034
22975	Rnf112	-2.3386471	-19.58611	0.019531414607441296	0.04637717365326522
23064	Wfdc13	-2.3621333	-19.58749	0.01834289017869114	0.04395110375538102
22986	Gprc6a	-2.3430252	-19.597029	0.019304881911219367	0.04587261139529239
23429	4930502E09Rik	-2.4905386	-19.597626	0.01290109100802392	0.032302655108066944
23694	Tmem233	-2.5832112	-19.597694	0.009916230669155762	0.025575702924954705
23582	B230217O12Rik	-2.5411036	-19.598513	0.011186273896879347	0.02846266856418806
23119	Slc6a19	-2.379892	-19.59917	0.017486753776476405	0.042146998092270106
23143	9330198N18Rik	-2.3847861	-19.601582	0.017257070563397557	0.041682580506977776
23478	Itgal	-2.5070937	-19.602266	0.012315610291676495	0.031002999850523624
23495	Myrip	-2.5128295	-19.603039	0.01211833377067133	0.030558178535860493
23576	BC024386	-2.537416	-19.604464	0.01130410278213315	0.02874233075491334
23120	Fgr	-2.3799355	-19.60522	0.01748470263616341	0.04214516335163166
23679	4933427I04Rik	-2.5771656	-19.605776	0.010090288881105143	0.02597746502342986
23725	Igtp	-2.5924504	-19.606506	0.009655405747621389	0.02498582860700409
22935	Hba-x	-2.3250582	-19.612997	0.020249425728686876	0.0478615167114757
23015	Sntg2	-2.349707	-19.615646	0.01896358615099329	0.045219475281813144
23611	Rpl36a-ps4	-2.5496833	-19.620785	0.01091633733003635	0.027862028149017896
24110	Inhbe	-2.7493818	-19.621222	0.006068228444839503	0.01646190866640992
22969	Adig	-2.3374593	-19.62498	0.019593283067871177	0.04649029322269825
24237	Macroh2a3	-2.8017886	-19.627504	0.005170829777505138	0.014242667452404767
24136	Nkpd1	-2.7587821	-19.62974	0.005897582125221208	0.016042935707047914
23266	Slc35g3	-2.429972	-19.633625	0.015258581161384508	0.03744787968796785
23322	Snx31	-2.448727	-19.635687	0.014490915048351857	0.03581133555516226
24188	Fgf15	-2.7817929	-19.6372	0.005498005276913821	0.015047438969057235
23126	D630003M21Rik	-2.3811622	-19.642803	0.01742689224411323	0.042027520688803624
